,CH1,CH2
Second,Volt,Volt
7.04013e-02,0.00e+00,-8.00e-02, 
7.08013e-02,8.00e-02,-8.00e-02, 
7.12013e-02,0.00e+00,-8.00e-02, 
7.16013e-02,4.00e-02,0.00e+00, 
7.20013e-02,0.00e+00,-8.00e-02, 
7.24013e-02,4.00e-02,0.00e+00, 
7.28013e-02,0.00e+00,0.00e+00, 
7.32013e-02,4.00e-02,-8.00e-02, 
7.36013e-02,0.00e+00,0.00e+00, 
7.40013e-02,0.00e+00,-8.00e-02, 
7.44013e-02,0.00e+00,-8.00e-02, 
7.48013e-02,0.00e+00,8.00e-02, 
7.52013e-02,0.00e+00,0.00e+00, 
7.56013e-02,4.00e-02,-8.00e-02, 
7.60013e-02,0.00e+00,0.00e+00, 
7.64013e-02,4.00e-02,0.00e+00, 
7.68013e-02,0.00e+00,-8.00e-02, 
7.72013e-02,4.00e-02,0.00e+00, 
7.76013e-02,0.00e+00,0.00e+00, 
7.80013e-02,4.00e-02,-8.00e-02, 
7.84013e-02,0.00e+00,0.00e+00, 
7.88013e-02,-4.00e-02,-8.00e-02, 
7.92013e-02,0.00e+00,-8.00e-02, 
7.96013e-02,1.96e+00,4.88e+00, 
8.00013e-02,2.00e+00,4.96e+00, 
8.04013e-02,2.04e+00,5.04e+00, 
8.08013e-02,2.00e+00,5.04e+00, 
8.12013e-02,2.00e+00,5.04e+00, 
8.16013e-02,2.00e+00,5.04e+00, 
8.20013e-02,2.08e+00,4.96e+00, 
8.24013e-02,2.00e+00,5.04e+00, 
8.28013e-02,2.04e+00,4.96e+00, 
8.32013e-02,2.04e+00,5.04e+00, 
8.36013e-02,1.96e+00,4.96e+00, 
8.40013e-02,2.04e+00,5.04e+00, 
8.44013e-02,1.96e+00,4.88e+00, 
8.48013e-02,2.00e+00,4.88e+00, 
8.52013e-02,2.04e+00,4.96e+00, 
8.56013e-02,2.04e+00,4.88e+00, 
8.60013e-02,1.96e+00,4.80e+00, 
8.64013e-02,2.04e+00,4.80e+00, 
8.68013e-02,1.96e+00,4.80e+00, 
8.72013e-02,1.96e+00,4.80e+00, 
8.76013e-02,2.04e+00,4.72e+00, 
8.80013e-02,2.04e+00,4.80e+00, 
8.84013e-02,1.96e+00,4.64e+00, 
8.88013e-02,2.00e+00,4.64e+00, 
8.92013e-02,2.04e+00,-8.00e-02, 
8.96013e-02,2.04e+00,-8.00e-02, 
9.00013e-02,2.00e+00,-8.00e-02, 
9.04013e-02,2.04e+00,-8.00e-02, 
9.08013e-02,1.96e+00,-8.00e-02, 
9.12013e-02,2.00e+00,-8.00e-02, 
9.16013e-02,2.00e+00,0.00e+00, 
9.20013e-02,2.00e+00,-8.00e-02, 
9.24013e-02,2.00e+00,0.00e+00, 
9.28013e-02,2.04e+00,0.00e+00, 
9.32013e-02,2.00e+00,-8.00e-02, 
9.36013e-02,1.92e+00,-8.00e-02, 
9.40013e-02,2.04e+00,0.00e+00, 
9.44013e-02,2.00e+00,0.00e+00, 
9.48013e-02,2.00e+00,-8.00e-02, 
9.52013e-02,2.00e+00,0.00e+00, 
9.56013e-02,1.96e+00,0.00e+00, 
9.60013e-02,1.96e+00,0.00e+00, 
9.64013e-02,2.04e+00,-8.00e-02, 
9.68013e-02,2.04e+00,0.00e+00, 
9.72013e-02,2.00e+00,0.00e+00, 
9.76013e-02,2.00e+00,0.00e+00, 
9.80013e-02,2.04e+00,-8.00e-02, 
9.84013e-02,2.00e+00,0.00e+00, 
9.88013e-02,1.96e+00,-8.00e-02, 
9.92013e-02,2.04e+00,-8.00e-02, 
9.96013e-02,0.00e+00,4.96e+00, 
1.00001e-01,0.00e+00,4.96e+00, 
1.00401e-01,0.00e+00,5.04e+00, 
1.00801e-01,0.00e+00,5.04e+00, 
1.01201e-01,4.00e-02,4.96e+00, 
1.01601e-01,0.00e+00,5.12e+00, 
1.02001e-01,4.00e-02,5.04e+00, 
1.02401e-01,0.00e+00,5.04e+00, 
1.02801e-01,4.00e-02,5.04e+00, 
1.03201e-01,4.00e-02,4.96e+00, 
